toi,toipfx,st_tmag,st_dist,st_disterr1,st_disterr2,st_pmdecerr2,st_pmdecerr1,tfopwg_disp
574.01,574,12.4257,861.843,24.5325,-24.5325,-0.066,0.066,KP
5740.01,5740,11.958,168.06,0.672,-0.672,-0.051,0.051,PC
5741.01,5741,10.4514,86.8854,0.64135,-0.64135,-0.143,0.143,PC
5742.01,5742,10.042,438.137,7.3595,-7.3595,-0.087,0.087,FP
5743.01,5743,10.4748,127.428,0.4135,-0.4135,-0.041,0.041,PC
5744.01,5744,9.75577,207.057,1.2165,-1.2165,-0.046,0.046,PC
5745.01,5745,9.8127,78.3388,0.34835,-0.34835,-0.13,0.13,PC
5746.01,5746,10.5295,85.5353,0.235,-0.235,-0.05,0.05,FP
5747.01,5747,10.7818,28.5321,0.0512,-0.0512,-0.071,0.071,CP
5748.01,5748,12.9255,866.343,12.2525,-12.2525,-0.026,0.026,PC
5749.01,5749,10.7778,609.042,7.6275,-7.6275,-0.04,0.04,PC
575.01,575,8.77728,181.987,1.266,-1.266,-0.05,0.05,FP
5750.01,5750,14.6578,353.098,4.7425,-4.7425,-0.061,0.061,PC
5751.01,5751,13.3889,439.501,3.759,-3.759,-0.031,0.031,PC
5752.01,5752,13.4016,634.873,6.6635,-6.6635,-0.033,0.033,PC
5753.01,5753,13.1895,914.008,13.06,-13.06,-0.032,0.032,PC
5754.01,5754,12.6025,557.293,7.261,-7.261,-0.03,0.03,PC
5755.01,5755,12.9079,444.485,7.6805,-7.6805,-0.075,0.075,PC
5756.01,5756,14.0287,,,,-2.156,2.156,APC
5757.01,5757,13.1351,316.349,1.6675,-1.6675,-0.036,0.036,PC
5758.01,5758,13.4932,592.293,5.5485,-5.5485,-0.03,0.03,PC
5759.01,5759,13.2038,738.614,8.218,-8.218,-0.023,0.023,PC
576.01,576,8.86849,114.173,0.5885,-0.5885,-0.069,0.069,CP
5760.01,5760,12.5992,618.078,4.746,-4.746,-0.024,0.024,PC
5761.01,5761,11.7149,192.846,1.0015,-1.0015,-0.042,0.042,APC
5762.01,5762,12.6536,527.004,4.5315,-4.5315,-0.027,0.027,PC
5763.01,5763,13.185,774.0,12.159,-12.159,-0.03,0.03,PC
5764.01,5764,12.768,960.081,14.1525,-14.1525,-0.025,0.025,PC
5765.01,5765,11.5437,371.785,3.319,-3.319,-0.039,0.039,PC
5766.01,5766,13.0009,550.385,4.855,-4.855,-0.021,0.021,APC
5767.01,5767,13.4429,648.967,8.7495,-8.7495,-0.029,0.029,PC
5768.01,5768,12.8212,928.084,15.7875,-15.7875,-0.026,0.026,PC
5769.01,5769,11.5578,278.969,3.127,-3.127,-0.074,0.074,FP
577.01,577,12.4167,680.747,18.115,-18.115,-0.042,0.042,APC
5770.01,5770,13.0383,512.769,8.893,-8.893,-0.061,0.061,PC
5771.01,5771,13.038,864.093,12.146,-12.146,-0.036,0.036,PC
5772.01,5772,13.442,757.959,11.512,-11.512,-0.03,0.03,PC
5773.01,5773,12.4443,614.872,7.7645,-7.7645,-0.032,0.032,PC
5774.01,5774,13.2035,554.905,4.673,-4.673,-0.029,0.029,PC
5775.01,5775,14.8831,190.462,1.624,-1.624,-0.077,0.077,PC
5776.01,5776,12.1884,676.452,10.4015,-10.4015,-0.046,0.046,PC
5777.01,5777,11.8799,114.277,0.2885,-0.2885,-0.036,0.036,PC
5778.01,5778,14.0296,236.52,1.9345,-1.9345,-0.056,0.056,PC
5779.01,5779,13.1293,1161.94,20.475,-20.475,-0.027,0.027,PC
578.01,578,12.3368,730.933,23.4385,-23.4385,-0.089,0.089,KP
5780.01,5780,13.4747,657.865,8.2,-8.2,-0.028,0.028,PC
5781.01,5781,11.8987,675.318,9.374,-9.374,-0.035,0.035,PC
5782.01,5782,10.6582,327.322,2.634,-2.634,-0.037,0.037,PC
5783.01,5783,9.0745,78.454,0.28005,-0.28005,-0.067,0.067,PC
5784.01,5784,9.96017,309.386,5.673,-5.673,-0.12,0.12,FP
5785.01,5785,10.421,198.793,,,-1.7,1.7,PC
5786.01,5786,9.77301,192.475,1.1305,-1.1305,-0.054,0.054,CP
5787.01,5787,9.77017,174.979,1.436,-1.436,-0.048,0.048,FP
5788.01,5788,9.6069,97.614,0.22215,-0.22215,-0.045,0.045,PC
5788.02,5788,9.6069,97.614,0.22215,-0.22215,-0.045,0.045,PC
5789.01,5789,6.5715,20.4581,0.03785,-0.03785,-0.286,0.286,PC
579.01,579,9.6668,,,,-1.6,1.6,PC
5790.01,5790,8.73331,337.653,10.225,-10.225,-0.106,0.106,APC
5791.01,5791,10.4519,198.263,2.309,-2.309,-0.047,0.047,FP
5792.01,5792,10.492,183.242,1.211,-1.211,-0.04,0.04,APC
5793.01,5793,10.5523,348.185,4.473,-4.473,-0.045,0.045,KP
5794.01,5794,13.6414,720.753,10.343,-10.343,-0.035,0.035,KP
5795.01,5795,10.1872,156.53,1.584,-1.584,-0.056,0.056,CP
5796.01,5796,11.6659,213.283,2.4575,-2.4575,-0.074,0.074,KP
5797.01,5797,10.9984,153.242,1.6225,-1.6225,-0.082,0.082,KP
5798.01,5798,11.734,364.813,4.7125,-4.7125,-0.049,0.049,KP
5799.01,5799,11.1798,27.8123,0.02505,-0.02505,-0.036,0.036,CP
580.01,580,9.5518,346.494,5.813,-5.813,-0.076,0.076,PC
5800.01,5800,8.6133,42.9052,0.0796,-0.0796,-0.042,0.042,CP
5801.01,5801,10.3622,49.7876,0.11605,-0.11605,-0.063,0.063,KP
5802.01,5802,11.8886,398.505,7.0105,-7.0105,-0.05,0.05,KP
5803.01,5803,9.937,84.0126,0.4491,-0.4491,-0.076,0.076,CP
5804.01,5804,9.78095,263.608,3.4985,-3.4985,-0.076,0.076,FP
5805.01,5805,9.30608,195.711,1.0475,-1.0475,-0.045,0.045,PC
5806.01,5806,8.2942,119.199,0.826,-0.826,-0.074,0.074,PC
5807.01,5807,6.8806,72.9611,0.14735,-0.14735,-0.049,0.049,PC
5808.01,5808,8.9415,79.953,0.25995,-0.25995,-0.067,0.067,PC
5809.01,5809,9.3206,,,,-2.0,2.0,PC
581.01,581,9.5287,434.207,7.5125,-7.5125,-0.066,0.066,PC
5810.01,5810,10.291,320.387,4.138,-4.138,-0.064,0.064,PC
5811.01,5811,7.74689,169.494,1.3355,-1.3355,-0.069,0.069,PC
5812.01,5812,10.4106,194.333,1.554,-1.554,-0.071,0.071,KP
5812.02,5812,10.4106,194.333,1.554,-1.554,-0.071,0.071,KP
5813.01,5813,9.77358,121.745,0.472,-0.472,-0.055,0.055,PC
5814.01,5814,10.4008,104.955,0.298,-0.298,-0.043,0.043,PC
5815.01,5815,11.5352,568.42,11.694,-11.694,-0.062,0.062,KP
5816.01,5816,11.2546,566.807,11.935,-11.935,-0.058,0.058,PC
5817.01,5817,8.0581,80.7542,0.3896,-0.3896,-0.113,0.113,CP
5818.01,5818,12.5375,738.519,19.423,-19.423,-0.054,0.054,KP
5819.01,5819,10.828,188.762,1.12,-1.12,-0.057,0.057,PC
582.01,582,9.3994,900.651,38.0205,-38.0205,-0.068,0.068,FP
5820.01,5820,11.07,466.433,19.156,-19.156,-0.103,0.103,KP
5821.01,5821,8.08821,182.273,1.9425,-1.9425,-0.099,0.099,KP
5822.01,5822,12.0671,523.337,16.812,-16.812,-0.069,0.069,KP
5823.01,5823,8.8628,49.9605,0.13165,-0.13165,-0.043,0.043,KP
5824.01,5824,14.8018,1257.16,48.67,-48.67,-0.052,0.052,KP
5825.01,5825,9.95806,182.264,1.3335,-1.3335,-0.09,0.09,PC
5826.01,5826,11.7134,774.122,27.84,-27.84,-0.037,0.037,PC
5827.01,5827,12.9192,614.225,7.7195,-7.7195,-0.031,0.031,PC
5828.01,5828,12.2148,264.73,2.0995,-2.0995,-0.051,0.051,PC
5829.01,5829,11.3492,418.945,6.2055,-6.2055,-0.044,0.044,PC
583.01,583,9.3761,354.432,4.2155,-4.2155,-0.059,0.059,PC
5830.01,5830,11.8512,487.216,9.4445,-9.4445,-0.074,0.074,FP
5831.01,5831,10.9653,324.532,5.747,-5.747,-0.111,0.111,PC
5832.01,5832,12.776,675.49,9.178001,-9.178001,-0.026,0.026,PC
5833.01,5833,13.1692,509.036,7.148,-7.148,-0.026,0.026,PC
5834.01,5834,12.231,178.827,1.2555,-1.2555,-0.05,0.05,PC
5835.01,5835,13.0949,407.252,3.036,-3.036,-0.032,0.032,PC
5836.01,5836,14.5478,145.911,1.345,-1.345,-0.095,0.095,PC
5837.01,5837,12.4152,614.974,37.4135,-37.4135,-0.155,0.155,PC
5838.01,5838,12.8557,218.118,1.484,-1.484,-0.054,0.054,PC
5839.01,5839,12.3367,730.258,19.9975,-19.9975,-0.057,0.057,FP
584.01,584,9.1103,436.431,5.9645,-5.9645,-0.051,0.051,FP
5840.01,5840,13.4506,1176.96,20.76,-20.76,-0.028,0.028,PC
5841.01,5841,12.1201,500.44,6.678,-6.678,-0.041,0.041,PC
5842.01,5842,12.5432,460.272,3.8875,-3.8875,-0.033,0.033,PC
5843.01,5843,13.3247,680.835,14.6115,-14.6115,-0.05,0.05,PC
5844.01,5844,11.9963,465.656,4.072,-4.072,-0.037,0.037,PC
5845.01,5845,11.4599,1465.57,70.45,-70.45,-0.039,0.039,PC
5846.01,5846,12.8895,784.865,8.9,-8.9,-0.027,0.027,PC
5847.01,5847,11.8895,351.781,,,-2.148,2.148,PC
5848.01,5848,13.4236,1095.42,34.075,-34.075,-0.03,0.03,PC
5849.01,5849,11.2543,273.452,2.9205,-2.9205,-0.038,0.038,PC
585.01,585,8.9544,157.612,0.811,-0.811,-0.05,0.05,APC
5850.01,5850,10.9951,64.193,0.17225,-0.17225,-0.046,0.046,FP
5851.01,5851,12.8137,433.416,4.437,-4.437,-0.03,0.03,PC
5852.01,5852,13.4781,255.965,2.08,-2.08,-0.046,0.046,PC
5853.01,5853,11.9781,293.498,3.576,-3.576,-0.055,0.055,PC
5854.01,5854,12.647,385.952,9.9125,-9.9125,-0.109,0.109,PC
5855.01,5855,12.3924,438.754,4.7475,-4.7475,-0.046,0.046,FP
5856.01,5856,11.0263,298.032,3.704,-3.704,-0.06,0.06,PC
5857.01,5857,13.4236,667.063,10.104,-10.104,-0.034,0.034,PC
5858.01,5858,12.3224,318.912,4.0785,-4.0785,-0.045,0.045,PC
5859.01,5859,13.1338,165.237,0.6525,-0.6525,-0.036,0.036,PC
586.01,586,8.2268,253.02,2.461,-2.461,-0.069,0.069,FP
5860.01,5860,12.0019,442.817,7.9605,-7.9605,-0.049,0.049,APC
5861.01,5861,12.5375,432.745,3.7585,-3.7585,-0.029,0.029,PC
5862.01,5862,12.0997,1276.28,40.715,-40.715,-0.047,0.047,FP
5863.01,5863,12.7354,276.469,1.593,-1.593,-0.023,0.023,PC
5864.01,5864,12.9564,659.756,8.9535,-8.9535,-0.03,0.03,PC
5865.01,5865,11.3471,482.143,9.6975,-9.6975,-0.05,0.05,PC
5866.01,5866,11.1838,356.406,4.456,-4.456,-0.037,0.037,FP
5867.01,5867,14.9156,254.311,3.175,-3.175,-0.076,0.076,FP
5868.01,5868,11.3283,756.82,18.5205,-18.5205,-0.052,0.052,PC
5869.01,5869,13.2483,1368.83,44.075,-44.075,-0.036,0.036,PC
587.01,587,7.81307,210.139,3.344,-3.344,-0.077,0.077,FP
5870.01,5870,10.7974,344.862,5.4395,-5.4395,-0.064,0.064,PC
5871.01,5871,12.7966,581.579,5.332,-5.332,-0.023,0.023,PC
5872.01,5872,12.3295,466.611,6.445,-6.445,-0.051,0.051,PC
5873.01,5873,14.0135,175.022,3.2755,-3.2755,-0.182,0.182,PC
5874.01,5874,12.3072,406.631,6.7765,-6.7765,-0.055,0.055,PC
5875.01,5875,13.1099,454.912,5.5295,-5.5295,-0.038,0.038,PC
5876.01,5876,10.6372,387.926,9.017,-9.017,-0.068,0.068,FP
5877.01,5877,12.0836,970.989,35.9905,-35.9905,-0.052,0.052,PC
5878.01,5878,12.8056,350.804,2.439,-2.439,-0.026,0.026,PC
5879.01,5879,14.3602,167.333,2.742,-2.742,-0.154,0.154,PC
588.01,588,7.3123,154.186,0.9875,-0.9875,-0.071,0.071,PC
5880.01,5880,13.3573,943.441,17.7785,-17.7785,-0.03,0.03,PC
5881.01,5881,12.5366,1101.02,21.61,-21.61,-0.033,0.033,PC
5882.01,5882,10.6338,416.104,3.9625,-3.9625,-0.036,0.036,CP
5883.01,5883,12.5701,882.718,25.143,-25.143,-0.057,0.057,APC
5884.01,5884,10.5002,440.704,6.6415,-6.6415,-0.057,0.057,PC
5885.01,5885,12.5816,1036.16,14.935,-14.935,-0.026,0.026,PC
5886.01,5886,12.3886,832.543,23.6575,-23.6575,-0.051,0.051,FP
5887.01,5887,12.4276,726.81,16.0295,-16.0295,-0.035,0.035,FP
5888.01,5888,12.6212,629.405,5.8745,-5.8745,-0.027,0.027,PC
5889.01,5889,12.9722,200.902,1.048,-1.048,-0.026,0.026,PC
589.01,589,6.725,390.393,9.291,-9.291,-0.106,0.106,FP
5890.01,5890,13.1251,665.349,8.177,-8.177,-0.031,0.031,PC
5891.01,5891,11.3909,688.501,12.0035,-12.0035,-0.044,0.044,PC
5892.01,5892,11.6866,593.047,11.4055,-11.4055,-0.046,0.046,FP
5893.01,5893,11.4879,320.641,3.5175,-3.5175,-0.051,0.051,PC
5894.01,5894,13.1645,682.724,10.8555,-10.8555,-0.037,0.037,PC
5895.01,5895,12.0995,486.566,11.0335,-11.0335,-0.064,0.064,APC
5896.01,5896,14.6656,284.245,3.675,-3.675,-0.076,0.076,PC
5897.01,5897,12.7968,409.12,4.4795,-4.4795,-0.03,0.03,PC
5898.01,5898,12.5037,715.744,7.8355,-7.8355,-0.025,0.025,PC
5899.01,5899,12.935,675.895,7.8055,-7.8055,-0.026,0.026,FP
590.01,590,10.441,,,,,,FP
5900.01,5900,13.3192,1406.96,49.535,-49.535,-0.03,0.03,PC
5901.01,5901,12.5454,853.753,12.221,-12.221,-0.031,0.031,FP
5902.01,5902,12.2866,760.606,14.3725,-14.3725,-0.042,0.042,PC
5903.01,5903,12.5937,682.522,9.8805,-9.8805,-0.038,0.038,PC
5904.01,5904,13.4171,1036.7,32.645,-32.645,-0.045,0.045,PC
5905.01,5905,12.8127,296.925,2.1515,-2.1515,-0.027,0.027,PC
5906.01,5906,11.2922,283.463,2.103,-2.103,-0.044,0.044,APC
5907.01,5907,12.4411,456.741,7.1535,-7.1535,-0.053,0.053,PC
5908.01,5908,13.0008,841.296,15.005,-15.005,-0.027,0.027,FP
5909.01,5909,12.6132,987.706,25.725,-25.725,-0.045,0.045,PC
591.01,591,10.1749,1219.08,119.46,-119.46,-0.094,0.094,FP
5910.01,5910,13.4177,932.309,14.3535,-14.3535,-0.027,0.027,FP
5911.01,5911,12.8343,786.279,10.298,-10.298,-0.029,0.029,PC
5912.01,5912,12.1486,802.137,38.604,-38.604,-0.078,0.078,PC
5913.01,5913,11.7685,694.7,17.846,-17.846,-0.06,0.06,APC
5914.01,5914,12.0389,369.604,5.576,-5.576,-0.067,0.067,PC
5915.01,5915,14.3196,273.689,2.295,-2.295,-0.056,0.056,FP
5916.01,5916,14.5249,199.724,3.35,-3.35,-0.127,0.127,PC
5917.01,5917,12.7031,654.081,7.4525,-7.4525,-0.026,0.026,PC
5918.01,5918,12.8978,537.542,6.689,-6.689,-0.031,0.031,PC
5919.01,5919,12.2869,704.54,12.0125,-12.0125,-0.037,0.037,PC
592.01,592,10.1985,358.441,3.8825,-3.8825,-0.04,0.04,FP
5920.01,5920,11.499,453.294,8.6465,-8.6465,-0.044,0.044,FP
5921.01,5921,13.0598,1329.58,35.935,-35.935,-0.022,0.022,PC
5922.01,5922,13.3113,914.716,30.0265,-30.0265,-0.048,0.048,PC
5923.01,5923,12.7861,742.549,24.7075,-24.7075,-0.086,0.086,PC
5924.01,5924,11.429,707.092,23.3235,-23.3235,-0.073,0.073,FP
5925.01,5925,12.2493,496.639,14.0075,-14.0075,-0.071,0.071,PC
5926.01,5926,12.0025,275.103,2.7525,-2.7525,-0.045,0.045,PC
5927.01,5927,12.143,700.098,11.285,-11.285,-0.04,0.04,PC
5928.01,5928,12.7,722.174,16.142,-16.142,-0.063,0.063,PC
5929.01,5929,12.9153,1011.55,17.268,-17.268,-0.028,0.028,PC
593.01,593,10.1078,382.898,4.7545,-4.7545,-0.055,0.055,FP
5930.01,5930,11.0235,486.583,8.181,-8.181,-0.051,0.051,PC
5931.01,5931,12.4083,501.965,10.825,-10.825,-0.053,0.053,PC
5932.01,5932,13.0812,1067.12,34.465,-34.465,-0.056,0.056,PC
5933.01,5933,13.4538,326.203,3.8795,-3.8795,-0.066,0.066,PC
5934.01,5934,12.9724,940.966,26.574,-26.574,-0.045,0.045,PC
5935.01,5935,12.6045,468.664,3.5385,-3.5385,-0.027,0.027,PC
5936.01,5936,13.0338,406.197,4.5435,-4.5435,-0.047,0.047,APC
5937.01,5937,13.3872,609.717,7.0905,-7.0905,-0.038,0.038,PC
5938.01,5938,11.3519,114.035,0.3675,-0.3675,-0.044,0.044,PC
5939.01,5939,13.1765,1316.27,24.495,-24.495,-0.029,0.029,PC
594.01,594,10.3979,992.63,67.2745,-67.2745,-0.102,0.102,PC
5940.01,5940,14.1736,196.44,1.0825,-1.0825,-0.047,0.047,FP
5941.01,5941,11.9693,161.365,0.769,-0.769,-0.047,0.047,PC
5942.01,5942,11.7528,799.123,15.028,-15.028,-0.038,0.038,FP
5943.01,5943,13.0251,782.391,12.19,-12.19,-0.03,0.03,PC
5944.01,5944,13.2223,593.58,8.1755,-8.1755,-0.023,0.023,PC
5945.01,5945,13.0581,849.105,9.777,-9.777,-0.025,0.025,PC
5946.01,5946,12.1724,1186.44,40.56,-40.56,-0.05,0.05,PC
5947.01,5947,8.5898,57.6245,0.20885,-0.20885,-0.079,0.079,PC
5948.01,5948,10.1223,333.474,4.575,-4.575,-0.07,0.07,APC
5949.01,5949,9.0331,53.6142,0.08445,-0.08445,-0.048,0.048,PC
5949.02,5949,9.0331,53.6142,0.08445,-0.08445,-0.048,0.048,PC
595.01,595,9.9959,432.642,3.8765,-3.8765,-0.043,0.043,FP
5950.01,5950,10.447,187.377,,,-1.6,1.6,PC
5951.01,5951,8.80558,160.708,0.8325,-0.8325,-0.043,0.043,PC
5952.01,5952,9.53851,219.386,3.7825,-3.7825,-0.159,0.159,PC
5953.01,5953,9.77894,219.343,1.758,-1.758,-0.062,0.062,PC
5954.01,5954,9.41809,339.255,4.3475,-4.3475,-0.053,0.053,FP
5955.01,5955,10.3224,42.8747,0.1086,-0.1086,-0.067,0.067,PC
5956.01,5956,15.762,303.767,5.9375,-5.9375,-0.15,0.15,PC
5957.01,5957,13.0091,783.179,10.591,-10.591,-0.026,0.026,PC
5958.01,5958,9.5236,108.991,0.5115,-0.5115,-0.059,0.059,PC
5959.01,5959,10.9726,464.469,6.449,-6.449,-0.042,0.042,KP
596.01,596,9.9071,388.682,3.7825,-3.7825,-0.042,0.042,FP
5960.01,5960,9.7758,211.553,1.6955,-1.6955,-0.054,0.054,KP
5961.01,5961,9.0392,26.2533,0.0246,-0.0246,-0.047,0.047,PC
5962.01,5962,10.9417,127.29,0.661,-0.661,-0.062,0.062,FP
5963.01,5963,10.9644,258.426,2.876,-2.876,-0.05,0.05,KP
5964.01,5964,12.6108,494.908,3.9535,-3.9535,-0.023,0.023,PC
5965.01,5965,11.7066,408.59,3.4215,-3.4215,-0.036,0.036,PC
5966.01,5966,10.5332,202.773,2.362,-2.362,-0.083,0.083,FP
5967.01,5967,10.1233,145.066,1.1995,-1.1995,-0.076,0.076,PC
5968.01,5968,9.50492,122.831,0.538,-0.538,-0.044,0.044,PC
5968.02,5968,9.50492,122.831,0.538,-0.538,-0.044,0.044,PC
5969.01,5969,11.5549,115.936,0.571,-0.571,-0.044,0.044,KP
597.01,597,9.796,253.619,1.8255,-1.8255,-0.047,0.047,FP
5970.01,5970,11.5189,140.998,0.746,-0.746,-0.048,0.048,KP
5971.01,5971,10.9852,427.467,7.3845,-7.3845,-0.082,0.082,PC
5972.01,5972,7.1274,48.3016,0.1237,-0.1237,-0.075,0.075,KP
5973.01,5973,12.4884,552.989,7.3105,-7.3105,-0.034,0.034,PC
5974.01,5974,10.8221,25.6553,0.0382,-0.0382,-0.114,0.114,PC
5975.01,5975,10.6338,349.787,2.151,-2.151,-0.037,0.037,PC
5976.01,5976,12.0575,,,,-2.0,2.0,FP
5977.01,5977,14.6343,236.385,4.161,-4.161,-0.099,0.099,APC
5978.01,5978,9.64057,110.828,0.5145,-0.5145,-0.06,0.06,PC
5979.01,5979,9.4087,95.9115,0.22115,-0.22115,-0.045,0.045,KP
598.01,598,10.1356,869.555,23.0415,-23.0415,-0.054,0.054,FP
5980.01,5980,9.0638,63.9207,0.11935,-0.11935,-0.05,0.05,KP
5981.01,5981,11.8086,70.6891,0.1105,-0.1105,-0.041,0.041,PC
5982.01,5982,13.2147,442.871,2.999,-2.999,-0.034,0.034,KP
5983.01,5983,12.7949,66.0022,0.1795,-0.1795,-0.072,0.072,PC
5984.01,5984,14.0672,658.924,8.7845,-8.7845,-0.035,0.035,KP
5985.01,5985,10.6894,106.05,0.2385,-0.2385,-0.037,0.037,PC
5986.01,5986,11.7942,639.239,10.255,-10.255,-0.042,0.042,KP
5987.01,5987,12.3932,122.896,0.181,-0.181,-0.026,0.026,PC
5988.01,5988,10.4767,185.506,0.808,-0.808,-0.046,0.046,KP
5989.01,5989,11.0644,272.599,1.6405,-1.6405,-0.04,0.04,PC
599.01,599,10.4708,618.602,11.4245,-11.4245,-0.053,0.053,FP
5990.01,5990,9.43301,102.798,0.2685,-0.2685,-0.055,0.055,PC
5991.01,5991,8.77912,105.85,0.2665,-0.2665,-0.046,0.046,PC
5992.01,5992,15.0277,1351.17,54.325,-54.325,-0.061,0.061,KP
5993.01,5993,11.2877,455.982,5.1315,-5.1315,-0.052,0.052,KP
5994.01,5994,13.0702,232.75,0.827,-0.827,-0.029,0.029,KP
5995.01,5995,11.7971,1294.69,40.735,-40.735,-0.056,0.056,KP
5996.01,5996,10.2403,547.169,8.069,-8.069,-0.049,0.049,PC
5997.01,5997,9.2576,46.521,0.05015,-0.05015,-0.042,0.042,PC
5998.01,5998,11.5118,95.6465,0.4102,-0.4102,-0.058,0.058,PC
5999.01,5999,10.4081,228.439,1.3455,-1.3455,-0.046,0.046,KP
600.01,600,10.2681,829.726,29.905,-29.905,-0.064,0.064,FP
6000.01,6000,13.1638,75.7664,0.18875,-0.18875,-0.073,0.073,CP
6001.01,6001,14.5855,1745.77,74.445,-74.445,-0.041,0.041,KP
6002.01,6002,12.6396,32.0266,0.04475,-0.04475,-0.074,0.074,CP
6003.01,6003,10.593,303.728,2.6845,-2.6845,-0.056,0.056,KP
6004.01,6004,12.1042,66.4074,0.10605,-0.10605,-0.047,0.047,KP
6005.01,6005,10.8515,107.796,0.2195,-0.2195,-0.036,0.036,KP
6006.01,6006,12.1773,191.904,0.8175,-0.8175,-0.041,0.041,KP
6007.01,6007,11.8288,48.3609,0.10715,-0.10715,-0.079,0.079,PC
6008.01,6008,12.2936,23.1008,0.0292,-0.0292,-0.093,0.093,CP
6009.01,6009,10.4403,597.281,18.303,-18.303,-0.075,0.075,PC
601.01,601,9.9223,409.766,28.715,-28.715,-0.284,0.284,PC
6010.01,6010,10.4963,274.738,2.1025,-2.1025,-0.045,0.045,PC
6011.01,6011,12.598,374.145,,,-2.156,2.156,PC
6012.01,6012,10.5418,226.572,2.362,-2.362,-0.034,0.034,PC
6013.01,6013,12.3396,401.319,5.4685,-5.4685,-0.051,0.051,KP
6014.01,6014,11.1355,393.072,10.5255,-10.5255,-0.072,0.072,KP
6015.01,6015,11.5639,431.052,7.4285,-7.4285,-0.032,0.032,KP
6016.01,6016,11.3864,364.715,3.612,-3.612,-0.034,0.034,CP
6017.01,6017,12.355,735.601,32.093,-32.093,-0.047,0.047,KP
6018.01,6018,10.3337,88.1971,0.5019,-0.5019,-0.126,0.126,PC
6019.01,6019,10.0651,260.342,2.345,-2.345,-0.032,0.032,PC
602.01,602,10.0465,613.411,15.5475,-15.5475,-0.069,0.069,APC
6020.01,6020,12.0471,507.236,,,-1.557,1.557,FP
6021.01,6021,12.489,705.981,25.1855,-25.1855,-0.035,0.035,KP
6022.01,6022,13.7057,86.9388,0.3151,-0.3151,-0.064,0.064,PC
6022.02,6022,13.7057,86.9388,0.3151,-0.3151,-0.064,0.064,PC
6023.01,6023,8.629,475.345,7.5705,-7.5705,-0.057,0.057,FP
6024.01,6024,9.3185,365.845,6.553,-6.553,-0.046,0.046,FP
6025.01,6025,9.645701,486.144,14.4625,-14.4625,-0.048,0.048,PC
6026.01,6026,8.9553,42.0564,0.0824,-0.0824,-0.04,0.04,PC
6027.01,6027,13.8504,416.463,4.1105,-4.1105,-0.034,0.034,PC
6028.01,6028,11.2791,313.576,4.37,-4.37,-0.083,0.083,KP
6029.01,6029,11.6593,603.119,11.5015,-11.5015,-0.039,0.039,CP
603.01,603,9.74179,205.924,1.5805,-1.5805,-0.053,0.053,CP
6030.01,6030,11.9004,655.013,16.6855,-16.6855,-0.081,0.081,KP
6031.01,6031,10.7696,289.205,5.261,-5.261,-0.086,0.086,KP
6032.01,6032,7.98475,153.525,1.2105,-1.2105,-0.112,0.112,PC
6033.01,6033,10.6492,309.804,6.763,-6.763,-0.075,0.075,PC
6034.01,6034,13.2297,117.992,0.374,-0.374,-0.056,0.056,CP
6035.01,6035,13.859,,,,-2.208,2.208,PC
6036.01,6036,9.74061,300.063,6.5685,-6.5685,-0.092,0.092,APC
6037.01,6037,10.3755,480.772,6.0325,-6.0325,-0.04,0.04,FP
6038.01,6038,9.3229,179.147,1.437,-1.437,-0.063,0.063,CP
6039.01,6039,10.244,425.467,5.5605,-5.5605,-0.049,0.049,FP
604.01,604,10.4029,1006.54,42.769,-42.769,-0.064,0.064,FP
6040.01,6040,9.8781,,,,-1.7,1.7,PC
6041.01,6041,9.2063,72.4731,0.20825,-0.20825,-0.065,0.065,PC
6042.01,6042,10.0201,897.633,29.284,-29.284,-0.086,0.086,PC
6043.01,6043,11.8889,348.815,4.8835,-4.8835,-0.061,0.061,KP
6044.01,6044,9.97967,161.482,0.5215,-0.5215,-0.042,0.042,PC
6045.01,6045,10.5547,398.105,6.8735,-6.8735,-0.053,0.053,PC
6046.01,6046,13.7471,653.446,14.927,-14.927,-0.039,0.039,PC
6047.01,6047,14.1279,690.466,20.298,-20.298,-0.049,0.049,PC
6048.01,6048,10.3971,280.271,2.502,-2.502,-0.054,0.054,PC
6049.01,6049,11.0878,192.516,2.0315,-2.0315,-0.089,0.089,KP
605.01,605,10.4349,508.905,,,-1.8,1.8,PC
6050.01,6050,11.2873,462.414,5.8395,-5.8395,-0.035,0.035,PC
6051.01,6051,13.4593,915.507,23.8425,-23.8425,-0.036,0.036,PC
6052.01,6052,12.1957,515.59,12.4805,-12.4805,-0.064,0.064,KP
6053.01,6053,9.89943,359.465,8.4845,-8.4845,-0.119,0.119,APC
6054.01,6054,7.4961,79.407,0.2038,-0.2038,-0.05,0.05,CP
6054.02,6054,7.4961,79.407,0.2038,-0.2038,-0.05,0.05,CP
6055.01,6055,14.4907,229.367,3.6485,-3.6485,-0.103,0.103,PC
6056.01,6056,14.6332,515.161,9.885,-9.885,-0.06,0.06,PC
6057.01,6057,9.51295,305.581,3.6275,-3.6275,-0.037,0.037,PC
6058.01,6058,9.5951,47.6869,0.1154,-0.1154,-0.067,0.067,PC
6059.01,6059,10.2596,118.685,1.388,-1.388,-0.136,0.136,PC
606.01,606,10.2688,431.861,8.0455,-8.0455,-0.08,0.08,FP
6060.01,6060,9.86105,384.79,5.212,-5.212,-0.077,0.077,PC
